"FRS_FACILITY_DETAIL_REPORT_URL","REGISTRY_ID","PRIMARY_NAME","LOCATION_ADDRESS","SUPPLEMENTAL_LOCATION","CITY_NAME","COUNTY_NAME","FIPS_CODE","STATE_CODE","STATE_NAME","COUNTRY_NAME","POSTAL_CODE","FEDERAL_FACILITY_CODE","FEDERAL_AGENCY_NAME","TRIBAL_LAND_CODE","TRIBAL_LAND_NAME","CONGRESSIONAL_DIST_NUM","CENSUS_BLOCK_CODE","HUC_CODE","EPA_REGION_CODE","SITE_TYPE_NAME","LOCATION_DESCRIPTION","CREATE_DATE","UPDATE_DATE","US_MEXICO_BORDER_IND","LATITUDE83","LONGITUDE83","CONVEYOR","COLLECT_DESC","ACCURACY_VALUE","REF_POINT_DESC","HDATUM_DESC","SOURCE_DESC"
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344011","110000344011","W. HENRY HARDY INC.","1912 WESTOVER DR.","","DANVILLE","DANVILLE CITY","51","VA","VIRGINIA","USA","24541","","","","","05","515900014002075","03010103","03","STATIONARY","","01-MAR-2000 00:00:00","10-APR-2015 15:15:58","","36.595021","-79.454358","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344020","110000344020","BLUE RIDGE FIBERBOARD","250 MASONITE DRIVE","","DANVILLE","DANVILLE CITY","51590","VA","VIRGINIA","USA","24541","","","","","05","515900009002016","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","30-JUL-2015 20:54:41","","36.561891","-79.44766","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344048","110000344048","HURT FINISHING PLANT","797 MAIN STREET","","HURT","PITTSYLVANIA","51143","VA","VIRGINIA","USA","24563","","","","","05","511430102003158","03010101","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:23","","37.09491","-79.30965","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344057","110000344057","HYOSUNG AMERICA INC SCOTTSVILLE PLANT","800 BIRD STREET","","SCOTTSVILLE","ALBEMARLE","51003","VA","VIRGINIA","USA","24590-4140","","","","","05","510030114002018","02080203","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:29:01","","37.79764","-78.49951","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344066","110000344066","ROCHESTER BUTTON CO.","1100 NOBLIN AVENUE","","SOUTH BOSTON","HALIFAX","51083","VA","VIRGINIA","USA","24592-3038","","","","","05","510839308003075","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:16:28","","36.70153","-78.90708","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344075","110000344075","AQUATIC CO","1100 INDUSTRIAL PARK ROAD","","SOUTH BOSTON","HALIFAX","51083","VA","VIRGINIA","USA","24592-6885","","","","","05","510839303021045","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:22:21","","36.668469","-78.930953","EIS","INTERPOLATION-MAP","100","FACILITY CENTROID","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344084","110000344084","RTP CO","1150 GREENS FOLLY ROAD","","SOUTH BOSTON","HALIFAX","51083","VA","VIRGINIA","USA","24592-6203","","","","","05","510839306002007","03010105","03","STATIONARY","","01-MAR-2000 00:00:00","10-APR-2015 14:59:25","","36.73867","-78.93331","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344093","110000344093","WABASH MAGNETICS LLC","1222 SEYMOUR DRIVE","","SOUTH BOSTON","HALIFAX","51083","VA","VIRGINIA","USA","24592-4699","","","","","05","510839308003028","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:09:49","","36.696451","-78.899369","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000344100","110000344100","ABB INC","2135 PHILPOTT ROAD","","SOUTH BOSTON","HALIFAX","51083","VA","VIRGINIA","USA","24592-6896","","","","","05","510839303021145","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 15:49:31","","36.675288","-78.923712","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000492565","110000492565","HOOVER TREATED WOOD PRODUCTS INC","18315 HOUSE DRIVE","","MILFORD","CAROLINE","51033","VA","VIRGINIA","USA","22514-2149","","","","","01","510330303001029","02080105","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:43:39","","38.00986","-77.367035","RCRAINFO","CLASSICAL SURVEYING TECHNIQUES","1","UNKNOWN","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000492574","110000492574","US DEFENSE LOGISTICS AGENCY DEFENSE SUPPLY CENTER RICHMOND","8000 JEFFERSON DAVIS HIGHWAY","","RICHMOND","CHESTERFIELD","51041","VA","VIRGINIA","USA","23297-5002","Yes","Defense Logistics Agency","","","04","510411004061100","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:58:23","","37.4189","-77.4485","SUPERFUND NPL","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","5","OTHER","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000492583","110000492583","US NAVY NAVAL STATION NORFOLK","1530 GILBERT STREET","SUITE 2200 CODE N45","NORFOLK","NORFOLK CITY","51710","VA","VIRGINIA","USA","23511-2730","Yes","U.S. Navy","","","02","517100009021145","02080208","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:18:47","","36.94027","-76.30027","SUPERFUND NPL","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","5","OTHER","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000492592","110000492592","STRONGWELL CORP HIGHLANDS DIV","26770 NEWBANKS RD.","","ABINGDON","WASHINGTON","51191","VA","VIRGINIA","USA","24210","","","","","09","511910106022068","06010102","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:00:40","","36.74616","-81.88902","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000492609","110000492609","DANA CORP. SPICER AXLE INC.","3200 GREEN FOREST AVENUE","","BUENA VISTA","BUENA VISTA CITY","51530","VA","VIRGINIA","USA","24416-3907","","","","","06","515309306002000","02080202","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:19:06","","37.746615","-79.339051","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496400","110000496400","MICRON TECHNOLOGY INC","9600 GODWIN DRIVE","","MANASSAS","MANASSAS CITY","51683","VA","VIRGINIA","USA","20110-4162","","","","","10","516839104021006","02070010","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 15:38:42","","38.74876","-77.51142","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496455","110000496455","GRIFFITH ENERGY SERVICES INC - BERRYVILLE","618 E MAIN ST","","BERRYVILLE","CLARKE","51043","VA","VIRGINIA","USA","22611","","","","","10","510430101004121","02070007","03","STATIONARY","","01-MAR-2000 00:00:00","25-JUN-2015 01:55:19","","39.147111","-77.971693","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496464","110000496464","HESS CORP CHESAPEAKE TERMINAL","4030 BUELL STREET","","CHESAPEAKE","CHESAPEAKE CITY","51550","VA","VIRGINIA","USA","23324-1002","","","","","04","515500205001055","02080208","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:20:36","","36.78362","-76.29806","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496473","110000496473","VALMONT - VIRGINIA GALVANIZING INC","3535 HALIFAX RD","","PETERSBURG","PETERSBURG CITY","51730","VA","VIRGINIA","USA","23805-1113","","","","","04","517308110001057","02080207","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 15:46:40","","37.186418","-77.420168","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000496482","110000496482","SLOCUM ADHESIVES CORP","1409 BUCHANAN ST.","","LYNCHBURG","LYNCHBURG CITY","51","VA","VIRGINIA","USA","24501","","","","","06","516800011001062","02080203","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:18:56","","37.40265","-79.15195","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000498453","110000498453","SUN CHEMICAL SPECIALTY INKS","3411 SHAW LN.","","RICHMOND","RICHMOND","51","VA","VIRGINIA","USA","23224","","","","","03","517600709004001","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:18:48","","37.48838","-77.46329","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499568","110000499568","QG PRINTING II CORP","7619 DOANE DRIVE","","MANASSAS","PRINCE WILLIAM","51153","VA","VIRGINIA","USA","20109-2430","","","","","10","511539014081006","02070010","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:17:16","","38.78981","-77.54589","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499577","110000499577","MARS PETCARE US INC","7610 DOANE DR","","MANASSAS","MANASSAS","51","VA","VIRGINIA","USA","20109-2430","","","","","10","511539014081006","02070010","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:22:54","","38.792517","-77.54665","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499586","110000499586","CARGILL TURKEY PRODUCTION LLC","1 KRATZER ROAD","","HARRISONBURG","HARRISONBURG CITY","51660","VA","VIRGINIA","USA","22802-4567","","","","","06","516600004023008","02070006","03","STATIONARY","","01-MAR-2000 00:00:00","22-JUL-2015 16:27:24","","38.45627","-78.86788","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499595","110000499595","AIRDYE SOLUTIONS LLC","1000 PLEASANT VALLEY RD.","","HARRISONBURG","HARRISONBURG CITY","51165","VA","VIRGINIA","USA","22801-9790","","","","","06","511650117001065","02070005","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:26:32","","38.39118","-78.90016","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499602","110000499602","TYSON FOODS INC - FEED MILL","1938 PATRICK HENRY HIGHWAY","","JETERSVILLE","AMELIA","51007","VA","VIRGINIA","USA","23083-2869","","","","","04","510079301005027","02080207","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:39:32","","37.319904","-78.115544","FRS-TRIS","ZIP CODE-CENTROID","11000","UNKNOWN","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499611","110000499611","HERCULES INC","27123 SHADY BROOK TRAIL","","COURTLAND","SOUTHAMPTON","51175","VA","VIRGINIA","USA","23837-2034","","","","","04","511752004002128","03010201","03","STATIONARY","","01-MAR-2000 00:00:00","11-SEP-2015 13:23:02","","36.6512","-76.999045","RCRAINFO","CLASSICAL SURVEYING TECHNIQUES","1","UNKNOWN","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499648","110000499648","BRISTOL COMPRESSORS INTERNATIONAL INC","15185 INDUSTRIAL PARK ROAD","","BRISTOL","WASHINGTON","51191","VA","VIRGINIA","USA","24202-3711","","","","","09","511910101002041","06010102","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:16:45","","36.66767","-82.09212","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000499675","110000499675","NESTLE USA  PREPARED FOODS DIV. INC.","201 AIRSIDE DRIVE","","DANVILLE","DANVILLE CITY","51590","VA","VIRGINIA","USA","24540-5616","","","","","05","515900013011069","03010104","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:27:13","","36.573056","-79.311389","FRS","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","50","PLANT ENTRANCE (GENERAL)","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000534501","110000534501","KENNETH B. ROLLINS MEMORIAL WATER FILTRATION PLANT","43234 EDWARDS FERRY ROAD","","LEESBURG","LOUDOUN","51107","VA","VIRGINIA","USA","20176","","","","","10","511076105031028","02070008","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:09:49","","39.11099","-77.50565","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000535136","110000535136","BRENNTAG MID-SOUTH INC.","3687 FORREST ROAD","","BEDFORD","BEDFORD","","VA","VIRGINIA","USA","245231153","","","","","05","510190304025036","03010101","03","STATIONARY","","01-MAR-2000 00:00:00","29-DEC-2014 10:37:21","","37.34792","-79.47797","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000535519","110000535519","ARWA WATER TREATMENT PLANT","21300 CHESDIN ROAD","","PETERSBURG","PETERSBURG CITY","51730","VA","VIRGINIA","USA","23803-3102","","","","","04","510411007032071","02080207","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:10:35","","37.225555","-77.519165","FRS","INTERPOLATION-PHOTO","25","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000537063","110000537063","ROYSTER - CLARK  WINDSOR","37 W. WINDSOR BLVD.","","WINDSOR","ISLE OF WIGHT","51093","VA","VIRGINIA","USA","23487","","","","","04","510932803002096","02080208","03","STATIONARY","","01-MAR-2000 00:00:00","07-NOV-2011 13:53:08","","36.81075","-76.74827","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000537214","110000537214","KRAFT FOODS INC.","220 PARK CENTER DRIVE","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603-5754","","","","","10","510690511022017","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:26:31","","39.2075","-78.146944","FRS-TRIS","INTERPOLATION-PHOTO","25","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000539515","110000539515","BLUE & WHITE PROPANE","631 BROAD ST. RD.","","MANAKIN, SABOT","GOOCHLAND","51075","VA","VIRGINIA","USA","23103","","","","","07","510754001002029","02080205","03","STATIONARY","","01-MAR-2000 00:00:00","07-NOV-2011 14:01:43","","37.681","-77.72847","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000539613","110000539613","VALLEYDALE FOODS INCORPORATED","1013 IOWA STREET","","SALEM","SALEM","51775","VA","VIRGINIA","USA","24153-6313","","","","","06","517750103002079","03010101","03","STATIONARY","","01-MAR-2000 00:00:00","14-APR-2015 18:45:11","","37.283025","-80.045328","FRS-TRIS","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","25","PLANT ENTRANCE (GENERAL)","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000540200","110000540200","JAMES H. DIEHL WATER FILTRATION PLANT","5100 PASSAGE RD.","","STEPHENS CITY","FREDERICK","51069","VA","","USA","22655","","","","","10","510690506002014","02070007","03","STATIONARY","","01-MAR-2000 00:00:00","30-OCT-2014 21:05:12","","39.097525","-78.225278","E-PLAN","GPS - UNSPECIFIED","","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000540424","110000540424","CITY OF RICHMOND WASTEWATER TREATMENT PLANT","1400 BRANDER STREET","","RICHMOND","RICHMOND","51760","VA","VIRGINIA","USA","23224-2302","","","","","03","517600607002002","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","11-SEP-2015 13:36:17","","37.522046","-77.422183","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000540442","110000540442","CITY OF RICHMOND WATER TREATMENT PLANT","3920 DOUGLASDALE RD","","RICHMOND","RICHMOND","51760","VA","VIRGINIA","USA","23221","","","","","07","517600506002032","02080205","03","STATIONARY","","01-MAR-2000 00:00:00","14-JUL-2015 14:13:37","","37.544447","-77.499769","FRS","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","25","STORAGE TANK","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000542743","110000542743","BIRCHWOOD POWER FACILITY","10900 BIRCHWOOD DRIVE","","KING GEORGE","KING GEORGE","51099","VA","VIRGINIA","USA","22485-6653","","","","","01","510990403002054","02080104","03","STATIONARY","","01-MAR-2000 00:00:00","11-NOV-2015 07:19:38","","38.26772","-77.31706","FRS-TRIS","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000544616","110000544616","ABERT WATER TREATMENT PLANT","2500 ABERT ROAD","","LYNCHBURG","LYNCHBURG CITY","51680","VA","VIRGINIA","USA","24503","","","","","06","510190301012004","02080203","03","STATIONARY","","01-MAR-2000 00:00:00","05-MAR-2013 10:07:00","","37.492972","-79.232944","FRS","LORAN C","0","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000544750","110000544750","OTTER RIVER WATER TREATMENT PLANT","9625 LEESVILLE ROAD (SR 682)","","EVINGTON","CAMPBELL","51031","VA","","USA","24550","","","","","","","","03","STATIONARY","","01-MAR-2000 00:00:00","19-MAY-2014 15:03:48","","","","","","","","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000545722","110000545722","WATER TREATMENT FACILITY","8616 WOODVIEW ROAD","","CULPEPER","CULPEPER","51047","VA","VIRGINIA","USA","22701","","","","","07","510479304002055","02080103","03","STATIONARY","","01-MAR-2000 00:00:00","05-MAR-2013 10:02:34","","38.468056","-77.981944","FRS","INTERPOLATION-MAP","25","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000546589","110000546589","FAIRFAX COUNTY WATER AUTHORITY - JAMES J. CORBALIS","12010 DICK WRIGHT STREET","","HERNDON","FAIRFAX","51059","VA","VIRGINIA","USA","20170-2409","","","","","10","510594805012030","02070008","03","STATIONARY","","01-MAR-2000 00:00:00","19-MAY-2015 02:37:08","","38.99424","-77.36139","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000547427","110000547427","HRSD CHESAPEAKE-ELIZABETH WWTP","5332 SHORE DR","","VIRGINIA BEACH","VIRGINIA BEACH CITY","51810","VA","VIRGINIA","US","23455","","","","","02","518100400002051","02080108","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 14:19:28","","36.908682","-76.164327","EIS","INTERPOLATION-SATELLITE","10000","","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000548113","110000548113","RADFORD WATER TREATMENT PLANT","20 FOREST STREET","","RADFORD","RADFORD","51750","VA","VIRGINIA","USA","24141-4411","","","","","09","517500102001024","05050001","03","STATIONARY","","01-MAR-2000 00:00:00","19-MAY-2015 02:22:49","","37.126792","-80.591726","FRS","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","1","CENTER OF FACILITY","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000548202","110000548202","OPEQUON WATER RECLAMATION FACILITY","3100 BERRYVILLE PIKE","","WINCHESTER","FREDERICK","51069","VA","VIRGINIA","USA","22603","","","","","10","510690511013022","02070004","03","STATIONARY","","01-MAR-2000 00:00:00","11-NOV-2015 07:19:57","","39.17912","-78.07576","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000550074","110000550074","HIGH LINER FOODS USA, INC.","190 ENTERPRISE DRIVE","","NEWPORT NEWS","NEWPORT NEWS CITY","51700","VA","VIRGINIA","USA","23603-1368","","","","","03","517000324002032","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","10-JUL-2015 13:12:35","","37.17368","-76.58213","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000552544","110000552544","MCB QUANTICO MAINSIDE WATER TREATMENT PLANT","1303 CADDY STREET","","QUANTICO","PRINCE WILLIAM","51153","VA","VIRGINIA","USA","221345001","","","","","01","511539011001019","02070011","03","STATIONARY","","01-MAR-2000 00:00:00","07-NOV-2011 13:36:51","","38.520919","-77.366861","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000552946","110000552946","AEROFIN CORPORATION","4621 MURRAY PLACE","P.O. BOX 10819, 24506","LYNCHBURG","LYNCHBURG CITY","51680","VA","VIRGINIA","USA","24502-2235","","","","","06","516800014002042","02080203","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2015 13:57:22","","37.371843","-79.170845","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","50","ENTRANCE POINT OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000553099","110000553099","RCS - AIRPORT","5501 CORRUGATED ROAD","","SANDSTON","HENRICO","51087","VA","VIRGINIA","USA","23150-1977","","","","","03","510872014013018","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","04-DEC-2014 10:45:26","","37.508083","-77.344096","E-PLAN","GPS CODE (PSEUDO RANGE) PRECISE POSITION","","ADMINISTRATIVE BUILDING","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000553106","110000553106","RCS-DOWNTOWN","420 NORTH 18TH STREET","","RICHMOND","RICHMOND","","VA","VIRGINIA","USA","23223","","","","","03","517600205001025","02080205","03","STATIONARY","","01-MAR-2000 00:00:00","07-NOV-2011 13:41:14","","37.5372","-77.42392","FRS-GEOCODE","ADDRESS MATCHING-HOUSE NUMBER","30","CENTER OF A FACILITY OR STATION","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000553160","110000553160","RCS-SMITHFIELD","10070 OLD STAGE HIGHWAY","","SMITHFIELD","ISLE OF WIGHT","51093","VA","VIRGINIA","USA","23430-2828","","","","","04","510932801012022","02080206","03","STATIONARY","","01-MAR-2000 00:00:00","29-DEC-2014 10:13:43","","37.003701","-76.628556","E-PLAN","GPS CODE (PSEUDO RANGE) PRECISE POSITION","","ADMINISTRATIVE BUILDING","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000553188","110000553188","INTERNATIONAL REFRIGERATED PORT SERVICES","8791 HAMPTON BLVD","","NORFOLK","NORFOLK (CITY)","51710","VA","VIRGINIA","USA","23505","","","","","02","517100009021109","02080208","03","STATIONARY","","01-MAR-2000 00:00:00","03-MAY-2015 17:56:58","","36.931794","-76.329274","FRS","INTERPOLATION - DIGITAL MAP SRCE (TIGER)","25","ADMINISTRATIVE BUILDING","NAD83",""
"http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000553767","110000553767","WCSA MIDDLE FORK DRINKING WATER PLANT","18385 JEB STUART HIGHWAY","","ABINGDON","WASHINGTON","51191","VA","","USA","24211","","","","","","","","03","STATIONARY","","01-MAR-2000 00:00:00","19-MAY-2014 15:00:43","","","","","","","","NAD83",""
